Time,temperature_2m ,wind_speed_10m ,rain
2020-09-23T05:00,25.8,4,0
2020-09-23T06:00,25.5,3.9,0
2020-09-23T07:00,26.3,4.7,0
2020-09-23T08:00,28.1,5.9,0
2020-09-23T09:00,29.3,8.2,0
2020-09-23T10:00,29.8,5.6,0
2020-09-23T11:00,30.2,4.4,0.2
2020-09-23T12:00,30.3,1.5,0.5
2020-09-23T13:00,30.5,3.9,0.4
2020-09-23T14:00,28.2,9.6,1
2020-09-23T15:00,28.4,8.8,0.3
2020-09-23T16:00,28.8,7.4,0.1
2020-09-23T17:00,28.6,6.1,0
2020-09-23T18:00,27.9,3.3,0
2020-09-23T19:00,27.4,3.2,0
2020-09-23T20:00,26.3,6.9,0
2020-09-23T21:00,26.3,3.7,0.9
2020-09-23T22:00,26.2,2.9,0.1
2020-09-23T23:00,25.6,6.8,0
2020-09-24T00:00,25.2,7.3,0
2020-09-24T01:00,25.1,6.9,0
2020-09-24T02:00,25,8.3,0.4
2020-09-24T03:00,24.9,8.4,0.9
2020-09-24T04:00,24.6,9.2,1.8
2020-09-24T05:00,24,9.4,1.6
2020-09-24T06:00,23.8,9,2.1
2020-09-24T07:00,23.6,13.4,0.1
2020-09-24T08:00,24.6,9.5,0
2020-09-24T09:00,25.9,11.8,0.1
2020-09-24T10:00,27.2,10.7,0
2020-09-24T11:00,27.9,8.4,0.1
2020-09-24T12:00,28.4,9.4,0.2
2020-09-24T13:00,28.6,10.4,0.1
2020-09-24T14:00,28.3,9.2,0
2020-09-24T15:00,29.2,8.8,0
2020-09-24T16:00,29,10.2,0.1
2020-09-24T17:00,28.2,9.4,0.2
2020-09-24T18:00,27.3,6.7,0.2
2020-09-24T19:00,26.7,5.8,0
2020-09-24T20:00,27.2,4.8,0
2020-09-24T21:00,26.5,7.1,0
2020-09-24T22:00,25.7,9.3,0
2020-09-24T23:00,25.1,10,0
2020-09-25T00:00,24.3,8.8,0
2020-09-25T01:00,23.7,9.2,0
2020-09-25T02:00,23.2,10.3,0
2020-09-25T03:00,22.9,10,0
2020-09-25T04:00,22.6,9.7,0
2020-09-25T05:00,22.4,9.4,0
2020-09-25T06:00,22.3,8.4,0
2020-09-25T07:00,22.6,9.9,0
2020-09-25T08:00,24.4,9.8,0
2020-09-25T09:00,25.9,10.5,0
2020-09-25T10:00,27.2,9,0
2020-09-25T11:00,28.6,8.5,0
2020-09-25T12:00,29.4,9,0.1
2020-09-25T13:00,29.5,8.1,0.3
2020-09-25T14:00,29.4,4.2,0.3
2020-09-25T15:00,28.5,5.9,0.5
2020-09-25T16:00,27.4,7.8,0.7
2020-09-25T17:00,26.5,10.6,0.3
2020-09-25T18:00,26,9.8,0.2
2020-09-25T19:00,25.7,10.5,0.1
2020-09-25T20:00,25.7,11.6,0
2020-09-25T21:00,25.7,11.7,0
2020-09-25T22:00,25.4,12,0
2020-09-25T23:00,25.3,11.1,0
2020-09-26T00:00,25.3,10.7,0
2020-09-26T01:00,25.2,10.2,0
2020-09-26T02:00,25.2,9.7,0
2020-09-26T03:00,25,9.4,0
2020-09-26T04:00,24.7,9.5,0
2020-09-26T05:00,24.5,10.1,0
2020-09-26T06:00,24.6,11.5,0
2020-09-26T07:00,25.1,12.6,0
2020-09-26T08:00,26.2,12.3,0
2020-09-26T09:00,26.7,16,0
2020-09-26T10:00,27.2,16.3,0
2020-09-26T11:00,28.5,17,0
2020-09-26T12:00,28.7,17.7,0
2020-09-26T13:00,28.8,16.3,0
2020-09-26T14:00,28.6,17.7,0
2020-09-26T15:00,27.7,18.2,0.2
2020-09-26T16:00,27.3,19.5,0.1
2020-09-26T17:00,27.3,16.7,0.1
2020-09-26T18:00,26.6,15,0
2020-09-26T19:00,26.1,15.3,0
2020-09-26T20:00,25.8,10.7,0
2020-09-26T21:00,26.1,9.2,0.4
2020-09-26T22:00,26.1,12.1,0.2
2020-09-26T23:00,25.9,13.7,0
2020-09-27T00:00,25.6,10.1,0
2020-09-27T01:00,25.4,10.9,0
2020-09-27T02:00,25.2,12.3,0
2020-09-27T03:00,24.9,11,0
2020-09-27T04:00,24.7,11.4,0
2020-09-27T05:00,24.5,10.9,0
2020-09-27T06:00,24.6,10.9,0
2020-09-27T07:00,24.7,12.4,0
2020-09-27T08:00,26.1,11.6,0
2020-09-27T09:00,26.6,15.2,0
2020-09-27T10:00,27.2,15.9,0
2020-09-27T11:00,28.2,19.1,0
2020-09-27T12:00,28.3,19.1,0
2020-09-27T13:00,28.2,18,0
2020-09-27T14:00,29.2,16.8,0
2020-09-27T15:00,28.3,17.6,0
2020-09-27T16:00,27.7,17.3,0
2020-09-27T17:00,27.4,17,0
2020-09-27T18:00,26.6,10.9,0
2020-09-27T19:00,26.1,9.4,0
2020-09-27T20:00,26.3,9.4,0
2020-09-27T21:00,26.2,9.4,0.1
2020-09-27T22:00,26,10.1,0.1
2020-09-27T23:00,25.7,9.4,0
2020-09-28T00:00,25.6,9.1,0
2020-09-28T01:00,25.2,9.6,0
2020-09-28T02:00,24.9,10,0
2020-09-28T03:00,24.5,10.8,0
2020-09-28T04:00,24.2,11.6,0
2020-09-28T05:00,24,12.4,0
2020-09-28T06:00,23.9,12.6,0
2020-09-28T07:00,24.1,12.1,0
2020-09-28T08:00,25.6,13.9,0
2020-09-28T09:00,26.4,14.8,0.1
2020-09-28T10:00,26.9,13.3,0.1
2020-09-28T11:00,27.8,15,0.1
2020-09-28T12:00,28.3,11.9,0.1
2020-09-28T13:00,28.4,11.6,0
2020-09-28T14:00,28.2,14.1,0
2020-09-28T15:00,28.1,13.9,0
2020-09-28T16:00,28,14.6,0
2020-09-28T17:00,27.1,13.8,0
2020-09-28T18:00,26.3,10.5,0.1
2020-09-28T19:00,26.1,8.3,0
2020-09-28T20:00,26.5,6,0
2020-09-28T21:00,26.4,4.7,0.2
2020-09-28T22:00,26.1,1.8,0.1
2020-09-28T23:00,25.9,5.9,0.1
2020-09-29T00:00,25.4,9.2,0
2020-09-29T01:00,25,9.5,0
2020-09-29T02:00,24.7,9.7,0
2020-09-29T03:00,24.4,8.6,0
2020-09-29T04:00,24.2,6.6,0
2020-09-29T05:00,24.2,7.4,0
2020-09-29T06:00,24.1,9.4,0
2020-09-29T07:00,24.5,11.9,0
2020-09-29T08:00,26.2,14.9,0
2020-09-29T09:00,26.7,16.3,0
2020-09-29T10:00,27.3,18.4,0
2020-09-29T11:00,27.5,15.2,0.2
2020-09-29T12:00,27.7,13.4,0.8
2020-09-29T13:00,27.7,14.8,0.9
2020-09-29T14:00,27.6,13.7,2.9
2020-09-29T15:00,27,12.4,4.2
2020-09-29T16:00,26.8,13.2,3.2
2020-09-29T17:00,26.1,12.4,0.9
2020-09-29T18:00,25.7,9.1,0.3
2020-09-29T19:00,25.3,5.8,0
2020-09-29T20:00,26.4,3.8,0
2020-09-29T21:00,26.2,5.4,0
2020-09-29T22:00,26,4.6,0
2020-09-29T23:00,25.9,5.4,0
2020-09-30T00:00,25.8,4.8,0
2020-09-30T01:00,25.5,3.8,0
2020-09-30T02:00,25.3,3.8,0.1
2020-09-30T03:00,25.1,1.9,0.1
2020-09-30T04:00,25,3.4,0
2020-09-30T05:00,24.8,4.2,0
2020-09-30T06:00,25,4.1,0
2020-09-30T07:00,25.2,6,0.4
2020-09-30T08:00,26.3,5.8,0.1
2020-09-30T09:00,27.5,6.8,0
2020-09-30T10:00,28.9,5.2,0
2020-09-30T11:00,29.5,6.2,0.2
2020-09-30T12:00,29.5,7.4,2.3
2020-09-30T13:00,28.8,3.3,0.9
2020-09-30T14:00,28.2,6.8,2.9
2020-09-30T15:00,27.4,3.8,2.2
2020-09-30T16:00,27.5,8.1,0.3
2020-09-30T17:00,26.9,5.4,1.2
2020-09-30T18:00,26.2,3.4,0.4
2020-09-30T19:00,25.6,7.3,2.6
2020-09-30T20:00,25,12,4.4
2020-09-30T21:00,25.2,15,23
2020-09-30T22:00,25,16.8,8.3
2020-09-30T23:00,24.9,15.5,6.5
